,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,cluster
295,635.090434,5758.71,0.0,2900.0,7943.570209999999,197.416104,2
296,1521.1681,245.98,2792.67597,6000.0,2261.523522,388.25800899999996,3
297,5547.092593,0.0,3298.958165,12000.0,1786.142816,1351.998523,3
298,2503.107213,733.9,0.0,3000.0,1620.1932769999999,857.535876,1
299,191.450711,1641.07,380.97234100000003,500.0,1583.918811,137.046292,2
300,3621.7020399999997,674.73,1684.9574109999999,4000.0,1139.058595,1403.477006,3
301,2762.479434,2702.47,0.0,11000.0,7596.7683640000005,1013.086448,0
302,4338.606862,0.0,1817.569093,8000.0,8019.800702,964.118618,1
303,388.873921,1579.15,0.0,2700.0,451.600059,199.955286,0
304,9261.310686,0.0,8603.045938,11000.0,1933.4139079999998,2576.552758,3
305,208.131845,2161.38,0.0,4500.0,2059.879468,165.05215,0
306,169.088238,1482.19,0.0,6000.0,1289.570234,173.686552,0
307,133.91155600000002,1446.05,0.0,3500.0,1364.121036,186.240772,0
308,1613.34907,0.0,1606.322681,4500.0,312.433361,648.139459,3
310,53.208422,498.17,0.0,15000.0,611.606459,162.94308,4
311,1329.967543,2009.12,1763.7945829999999,2500.0,2715.972095,956.3300230000001,1
313,927.0419609999999,0.0,402.97416400000003,1000.0,719.974244,339.553093,3
314,1872.7676510000001,0.0,3394.509419,5500.0,1151.721386,627.015802,3
315,185.39631200000002,0.0,842.456926,1000.0,117.54276399999999,137.6915,3
316,4823.822993,0.0,6481.300951,7000.0,863.62306,1148.631716,3
317,994.105777,126.2,0.0,1950.0,314.302968,417.290247,4
318,40.089221,225.0,0.0,1500.0,325.578502,286.122587,4
320,4732.37354,14.95,2173.356068,5700.0,1289.284068,1172.289863,3
321,9206.811695999999,874.98,4653.693195000001,12500.0,2055.100879,2199.0777160000002,3
322,6719.376504999999,0.0,2443.262416,7500.0,1493.089193,2488.976669,3
323,2233.074041,445.2,0.0,8000.0,1042.991769,579.587654,4
324,1867.6498379999998,0.0,3264.573342,4500.0,476.162309,401.97027599999996,3
325,57.842746,689.34,0.0,1500.0,453.84241299999996,148.28357,0
326,4194.033835,2006.87,0.0,21000.0,19714.09728,1479.309409,0
327,2459.8623390000002,678.0,927.2516699999999,2500.0,1926.31853,1933.173023,1
328,850.630114,0.05,1700.634586,1000.0,1084.281127,367.409536,1
329,353.198215,3085.69,0.0,8500.0,2690.5256870000003,192.66679,0
330,2669.160638,0.0,142.141325,3000.0,642.777061,1122.076137,3
331,92.44074300000001,1080.0,0.0,6000.0,1077.058667,169.005281,4
332,706.6759910000001,2721.16,0.0,6500.0,4952.900653,280.821958,0
333,361.319366,3095.96,0.0,14000.0,4003.782858,197.186568,0
334,2324.086254,0.0,1600.7580779999998,2300.0,2147.890523,2077.873573,1
335,2922.487907,71.07,3595.158425,9500.0,9226.751112,797.250949,1
336,98.364739,65.0,0.0,1200.0,718.7943280000001,53.655347,0
337,498.208616,4786.61,0.0,9000.0,3805.669705,163.459999,0
338,16.93339,174.42,0.0,2500.0,347.08637999999996,149.301101,4
339,3355.631092,242.88,0.0,13500.0,6084.115091,890.6391179999999,4
340,907.982017,216.94,1011.997944,3200.0,222.02316000000002,300.210049,3
341,1132.386178,2246.3,14048.07181,6000.0,32048.6122,406.790252,1
342,1254.6691,361.73,198.686744,1500.0,535.606816,432.68807999999996,1
343,80.336636,330.0,0.0,1800.0,345.330572,85.297166,4
344,260.838885,2854.11,0.0,9500.0,2437.332725,176.283228,0
345,17.356961,390.0,0.0,2000.0,302.454171,74.667401,4
346,1897.672025,422.18,0.0,5500.0,2961.6321989999997,440.30634000000003,0
347,1032.241153,1005.52,0.0,3000.0,1866.265366,237.32838199999998,0
348,3536.601227,2132.93,5340.016172,11000.0,8251.146945999999,834.025674,1
349,21.580264,284.72,0.0,5000.0,344.16141600000003,155.79285900000002,4
350,4211.539631000001,0.0,455.581546,10500.0,1288.287239,1164.178674,4
351,1732.7152579999997,3244.16,0.0,11500.0,5674.185857,563.827502,0
352,8939.461145000001,2490.17,5309.949725,9500.0,3957.017497,4951.58548,1
354,41.754778,636.15,0.0,8500.0,918.4142109999999,57.150516,4
355,1937.246177,3018.93,0.0,5000.0,3909.837604,444.12429000000003,2
356,99.95508199999999,1222.97,0.0,19500.0,1142.077891,185.657751,4
357,5135.604593,110.18,6551.99521,6000.0,1716.9984239999999,2463.472147,3
358,214.89654199999998,0.0,1192.015721,3000.0,2298.902197,214.263752,0
359,1543.287931,0.0,36.481832,1800.0,548.589391,529.3404879999999,3
360,601.92037,983.77,0.0,2400.0,389.411161,219.465695,0
361,1261.05733,0.0,474.42984299999995,1500.0,866.865018,354.38100299999996,3
362,85.285023,423.24,0.0,11000.0,296.01675,134.448872,4
363,1903.688611,6079.5,10227.22894,7300.0,18552.39489,762.263884,2
364,813.068705,439.38,727.658311,1200.0,237.996469,265.708814,3
365,1279.325142,1207.25,0.0,1200.0,1282.705869,1300.596775,1
366,237.66931200000002,259.13,0.0,2300.0,2680.635587,2503.3745949999998,0
367,5747.761139,1627.69,0.0,5500.0,2507.7047469999998,7490.453967,1
368,7760.940543000001,0.0,3423.085934,8000.0,2845.010795,2459.741299,3
369,6388.1084869999995,0.0,3768.6966780000002,8000.0,10973.14532,2384.817152,1
370,426.372628,5749.96,0.0,12000.0,5711.540654,202.73209,0
371,8806.866629,1490.94,2813.063846,9000.0,2116.662516,3598.719728,3
373,1128.2293869999999,5068.88,0.0,4500.0,3904.568067,373.931063,2
374,2045.5414079999998,1067.28,0.0,2000.0,2021.775795,3073.416298,1
375,8.520292,64.12,0.0,7000.0,176.60054499999998,76.462301,4
376,11278.95243,6855.59,0.0,18500.0,4868.088671,2861.890896,0
377,143.44383200000001,1631.0,0.0,2500.0,2550.799492,157.269321,2
378,241.223955,180.91,0.0,1400.0,802.858576,220.455533,0
379,1528.571561,0.0,172.931118,1600.0,353.582373,559.030296,3
380,12474.72954,136.88,515.147607,14000.0,3519.0088590000005,3430.627754,3
381,566.147105,0.0,187.57235500000002,2000.0,1177.6615769999999,190.365154,0
382,1077.606225,343.21,1609.900552,1500.0,930.3280710000001,3245.6934850000002,1
383,1.838084,16.5,0.0,6000.0,57.595082999999995,67.1925,4
384,507.14434800000004,5708.18,0.0,4000.0,5589.952268,232.131169,2
385,816.82453,42.3,3967.7099729999995,6000.0,361.853722,645.320421,3
386,1526.506915,46.67,0.0,1800.0,338.413344,642.547142,3
387,7957.017218000001,0.0,4909.937494,9000.0,677.144841,27631.450719999997,3
388,79.189929,699.12,0.0,2500.0,697.977603,183.858351,0
389,497.90802699999995,245.39,0.0,4000.0,328.796655,165.308304,4
390,681.95925,98.0,0.0,4000.0,192.36998300000002,221.37594199999998,4
391,1535.248256,857.36,0.0,6550.0,3239.629759,411.871046,0
392,1508.5137650000001,2747.12,246.046033,5000.0,4730.374245,481.558276,2
393,11209.37076,11147.33,2728.576925,11000.0,7932.774020000001,17494.90735,1
394,201.3504,600.0,0.0,1000.0,249.06630800000002,184.776562,0
395,2502.264409,0.0,2368.8726420000003,10000.0,541.3089809999999,724.956358,4
396,4543.789386,255.12,0.0,8500.0,1703.3321260000002,1121.510137,3
397,918.342234,1221.53,1078.788118,1200.0,1421.035206,106.03936200000001,1
398,5066.744231000001,0.0,1974.503664,13000.0,1336.016317,1606.9633789999998,3
399,2259.431829,780.64,1227.5554849999999,3500.0,663.553502,483.836254,3
400,437.78987300000006,1532.1,0.0,5000.0,1834.3689530000001,212.770698,0
401,2025.162877,778.33,0.0,2000.0,1411.329676,1430.50774,1
402,3770.5604409999996,964.06,5140.287889,6000.0,565.71913,1241.283569,3
403,140.730723,1667.13,0.0,13000.0,1669.260634,208.701639,4
405,3298.692478,1088.83,0.0,9000.0,6862.520734999999,994.384835,0
